Département;Bassin de formation;Rue;Secteur;Nom;Voie;Lieu-dit;Boite postale;Code postal;Commune;Téléphone;Fax;Adresse électronique;Site internet;Responsable;Nombre d'étudiants
﻿Haute-Savoie;ALBANAIS ANNECIEN;0740099F;Privé sous-contrat;LYCEE GENERAL PRIVE SAINT-JOSEPH;18 RUE BIENHEUREUX PIERRE FAVRE ;;;74230;THONES;0450020066;0450029747;Ce.0740099F@ac-grenoble.fr;http://www.collegelyceesaintjoseph.com;"LE DIRECTEUR : M. VAAST PASCAL
LE DIRECTEUR ADJOINT : M. CHARBONNIER ANFRAY";
Haute-Savoie;CHABLAIS;0741341F;Public;COLLEGE CHAMPAGNE;3 rue HENRI BAUD ;;;74200;THONON-LES-BAINS;0450716722;0450712435;ce.0741341F@ac-grenoble.fr;https://champagne-thononlesbains.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : M. BRACQ REGIS
LE PRINCIPAL ADJOINT : MME DELAUNAY FRIGIERI VANINA
LE GESTIONNAIRE : MME COLLIN VALERIE
L AGENT COMPTABLE : MME DUFOUR CLAIRE";
Haute-Savoie;CHABLAIS;0741227G;Public;COLLEGE JEAN JACQUES ROUSSEAU;38 avenue du Général de Gaulle ;;;74200;THONON-LES-BAINS;0450710164;0450712535;ce.0741227G@ac-grenoble.fr;https://jeanjacquesrousseau-thononlesbains.ent.auvergnerhonealpes.fr;"LE PRINCIPAL : M. COING EMMANUEL
LE PRINCIPAL ADJOINT : MME WARIN SYLVIE
LE GESTIONNAIRE : M. MOUCHET THOMAS
L AGENT COMPTABLE : MME DUFOUR CLAIRE";
Haute-Savoie;CHABLAIS;0740102J;Privé sous-contrat;COLLEGE PRIVE SACRE COEUR;1 PLACE DE CRETE ;;;74200;THONON-LES-BAINS;0450264532;0450265335;ce.0740102J@ac-grenoble.fr;http://www.scthonon.fr;"LE DIRECTEUR : M. ROSSET OLIVIER
LE DIRECTEUR ADJOINT : MME HOFFMAN NAHATLIE";
Haute-Savoie;CHABLAIS;0741163M;Privé sous-contrat;COLLEGE PRIVE SAINT JOSEPH LA SALLE;16 avenue D' EVIAN ;;CS80074;74202;THONON-LES-BAINS;0450713443;0450713655;Ce.0741163M@ac-grenoble.fr;http://www.stjothonon.org;"LE DIRECTEUR : M. PERSON FLORENT
LE DIRECTEUR ADJOINT : MME CLERC EMMANUELLE";
Haute-Savoie;CHABLAIS;0741810R;Privé hors-contrat;ECOLE SECONDAIRE PRIVEE ECLI MONTESSORI;33 route de la Visitation ;;;74200;THONON-LES-BAINS;0456359175;;ce.0741810R@ac-grenoble.fr;;LE DIRECTEUR : MME GAUTIER MARIANNE;
Haute-Savoie;CHABLAIS;0740047Z;Public;LPO LYCEE DES METIERS SAVOIE LEMAN;40 boulevard Carnot ;;BP502;74203;THONON-LES-BAINS;0450711380;0450711614;ce.0740047Z@ac-grenoble.fr;http://www.lhsl.fr;"LE PROVISEUR : M. LAMBERT BERNARD
LE PROVISEUR ADJOINT : M. CHARNELET NICOLAS
LE GESTIONNAIRE : MME BOURGEOIS ANNE-LAURE
L AGENT COMPTABLE : MME DUFOUR CLAIRE";
﻿Haute-Savoie;CHABLAIS;0741224D;Privé sous-contrat;LYCEE AGRICOLE PRIVE 3 VALLEES - THONON LES BAINS;2 avenue de l'ermitage ;;;74200;THONON-LES-BAINS;0450710073;0450264173;thonon-les-vains@cneap.scolanet.org;http://www.lycee3vallees.fr;"LE DIRECTEUR : M. MEO PIERRE
LE GESTIONNAIRE : MME CHATELAIN 
L AGENT COMPTABLE : M. PERROT ";
Haute-Savoie;CHABLAIS;0740100G;Privé sous-contrat;LYCEE GENERAL ET TECHNOL PR SAINT JOSEPH LA SALLE;16 avenue D' EVIAN ;;CS80074;74202;THONON-LES-BAINS;0450713443;0450713655;ce.0740100G@ac-grenoble.fr;http://www.stjothonon.org;LE DIRECTEUR : M. PERSON FLORENT;
Haute-Savoie;CHABLAIS;0740046Y;Public;LYCEE GENERAL ET TECHNOLOGIQUE LA VERSOIE;12 avenue DU FORCHAT ;;BP515;74203;THONON-LES-BAINS;0450711108;0450713130;ce.0740046Y@ac-grenoble.fr;https://versoie.ent.auvergnerhonealpes.fr/;"LE PROVISEUR : M. LASSERRADE GILLES
LE PROVISEUR ADJOINT : MME RONCHIETTO GAELLE
LE GESTIONNAIRE : MME DUFOUR CLAIRE
L AGENT COMPTABLE : MME DUFOUR CLAIRE
L  ADJOINT AU CHEF D ETABLISSEMENT : MME COGNE GERALDINE";
Haute-Savoie;CHABLAIS;0741307U;Privé sous-contrat;LYCEE POLYVALENT PRIVE JEANNE D'ARC;18 bis avenue Jules Ferry ;;CS30100;74207;THONON-LES-BAINS;0450710373;0450713916;ce.0741307U@ac-grenoble.fr;http://www.jeannedarc-thonon.com;"LE DIRECTEUR : M. BANSARD CHRISTOPHE
LE DIRECTEUR ADJOINT : MME DURIATTI BENEDICTE";
Haute-Savoie;CHABLAIS;0740059M;Public;LYCEE PROFESSIONNEL DU CHABLAIS;Chemin DE MORCY ;;BP166;74207;THONON-LES-BAINS;0450703434;0450704385;ce.0740059M@ac-grenoble.fr;http://chablais.elycee.rhonealpes.fr;"LE PROVISEUR : M. FADY FRANCK
LE PROVISEUR ADJOINT : MME SMATI AMEL
LE GESTIONNAIRE : MME CARRIE PAULINE
L AGENT COMPTABLE : MME DUFOUR CLAIRE";
Haute-Savoie;CHABLAIS;0741342G;Public;SEGPA CLG CHAMPAGNE;3 rue HENRI BAUD ;;;74200;THONON-LES-BAINS;0450716722;0450712435;ce.0741341F@ac-grenoble.fr;http://www.ac-grenoble.fr/college/champagne.thonon/;"LE PRINCIPAL : M. BRACQ REGIS
LE PRINCIPAL ADJOINT : M. ROLLAND ETIENNE
LE GESTIONNAIRE : MME COLLIN VALERIE
L AGENT COMPTABLE : MME DUFOUR CLAIRE";
Haute-Savoie;;0741835T;Public;; ;;;74100;VETRAZ-MONTHOUX;;;ce.0741835T@ac-grenoble.fr;;;
﻿Haute-Savoie;GENEVOIS HAUT SAVOYARD;0740910M;Public;COLLEGE PAUL LANGEVIN;24 rue Des Voirons ;;BP483;74100;VILLE-LA-GRAND;0450432140;0450432141;ce.0740910M@ac-grenoble.fr;https://college-paul-langevin-annemasse.web.ac-grenoble.fr;"LE PRINCIPAL : MME CARTIER CAROLINE
LE PRINCIPAL ADJOINT : M. BUZENET JULIEN
LE GESTIONNAIRE : M. RABEMAHARAVO JEAN
L AGENT COMPTABLE : M. NAVEL MATHIEU";
Haute-Savoie;GENEVOIS HAUT SAVOYARD;0741284U;Privé sous-contrat;COLLEGE PRIVE SAINT FRANCOIS;19  RUE FERNAND DAVID ;;;74100;VILLE-LA-GRAND;0450377601;0450921651;Ce.0741284U@ac-grenoble.fr;http://www.juvenat.com;"LE DIRECTEUR : M. MORIO GUENAEL
LE DIRECTEUR ADJOINT : MME AILLOUD CLAUDINE
L  ADJOINT AU CHEF D ETABLISSEMENT : MME FRELAND MARIE";
Haute-Savoie;GENEVOIS HAUT SAVOYARD;0740104L;Privé sous-contrat;LYCEE GENERAL PRIVE SAINT FRANCOIS;19  RUE FERNAND DAVID ;;;74100;VILLE-LA-GRAND;0450377601;0450921651;Ce.0740104L@ac-grenoble.fr;http://juvenat.com;"LE DIRECTEUR : M. MORIO GUENAEL
LE DIRECTEUR ADJOINT : MME CHARPENTIER CHRISTELLE";
Haute-Savoie;GENEVOIS HAUT SAVOYARD;0741070L;Public;SEGPA CLG PAUL LANGEVIN;24 rue DES VOIRONS VILLE-LA-GRAND;;BP483;74108;VILLE-LA-GRAND;0450432140;0450432141;ce.0741070L@ac-grenoble.fr;;"LE PRINCIPAL : MME CARTIER CAROLINE
LE PRINCIPAL ADJOINT : MME BIRBA CINDRA
LE GESTIONNAIRE : M. RABEMAHARAVO JEAN
L AGENT COMPTABLE : M. NAVEL MATHIEU";
Haute-Savoie;GENEVOIS HAUT SAVOYARD;0741433F;Privé hors-contrat;ECOLE DE PRODUCTION DE L'AUTOMOBILE ECAUT;301  ROUTE DE BREGNY ;;BP70007;74250;VIUZ-EN-SALLAZ;0450369995;0450369144;ce.0741433F@ac-grenoble.fr;http://www.ecaut.com;LE DIRECTEUR : M. MEYNET THIERRY;
Haute-Savoie;GENEVOIS HAUT SAVOYARD;0741816X;Public;COLLEGE DU VUACHE;53 chemin des Grands Chavannoux ;;;74520;VULBENS;0458669087;;ce.0741816X@ac-grenoble.fr;https://vulbens.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : MME COLLOMB BEATRICE
LE PRINCIPAL ADJOINT : M. FERNANDEZ ANTOINE
LE GESTIONNAIRE : MME MAROT CLAUDE
L AGENT COMPTABLE : M. BEATRIX OLIVIER";
Isère;BASSIN GRENOBLOIS;0380002W;Public;COLLEGE FLAVIUS VAUSSENAT;Rue DE LA RETOURDIERE ;;;38580;ALLEVARD;0476975317;0476458895;ce.0380002W@ac-grenoble.fr;https://vaussenat-isere.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : M. DELAIGUE BRUNO
LE GESTIONNAIRE : MME REBOUX CATHERINE
L AGENT COMPTABLE : M. LEVY JEAN-CLAUDE";
﻿Isère;BASSIN GRENOBLOIS;0381741L;Privé sous-contrat;LYCEE PROF PRIVE DES METIERS LE BREDA;10 boulevard Jules Ferry ;;;38580;ALLEVARD;0476450018;0476458879;ce.0381741L@ac-grenoble.fr;http://www.lycee-lebreda.fr;"LE DIRECTEUR : MME POZZA DELPHINE
LE DIRECTEUR ADJOINT : MME DRUFLE YASMINE";
Isère;ISERE RHODANIENNE;0382101C;Public;COLLEGE JACQUES BREL;345 rue DU 5 AOUT 1944 ;;;38270;BEAUREPAIRE;0474846295;0474847523;ce.0382101C@ac-grenoble.fr;https://brel-isere.ent.auvergnerhonealpes.fr;"LE PRINCIPAL : M. PRUVOT MILLET JEAN-ALAIN
LE PRINCIPAL ADJOINT : MME GELY DELPHINE
LE GESTIONNAIRE : M. HERNANDEZ STEPHANE
L AGENT COMPTABLE : M. NIANG FALLA";
Isère;ISERE RHODANIENNE;0381685A;Privé sous-contrat;COLLEGE PRIVE SAINT JEAN BAPTISTE;28 rue du docteur François ;;;38270;BEAUREPAIRE;0474846161;;ce.0381685A@ac-grenoble.fr;http://www.luzy-dufeillant.fr;LE DIRECTEUR : M. FIASSON CYRIL;
Isère;NORD ISERE;0383507F;Privé hors-contrat;ACADEMIE DE LA BEAUTE ET DE LA ECOLE PRIVEE DE COIFFURE ET D';10 rue SAINT-HONORE CHAMP FLEURI QUARTIER FLEURI;;CS24013;38307;BOURGOIN-JALLIEU;0474435193;;ce.0383507F@ac-grenoble.fr;http://www.academie-beaute-coiffure;"LE DIRECTEUR : MME DEMARS CORINNE
LE RESPONSABLE : MME DEMARS CORINNE";
Isère;NORD ISERE;0380111P;Public;COLLEGE PRE BENIT;4 place HENRI DREVET ;;;38300;BOURGOIN-JALLIEU;0474930338;0474934616;ce.0380111P@ac-grenoble.fr;https://prebenit-isere.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : MME JAMIER MONIQUE
LE PRINCIPAL ADJOINT : MME MEARY CHARBEY SYLVIE
LE GESTIONNAIRE : M. DROUIN CYRIL
L AGENT COMPTABLE : MME FIORA FLORENCE";
Isère;NORD ISERE;0382174G;Public;COLLEGE SALVADOR ALLENDE;4 boulevard PRE POMMIER ;;CS90168;38307;BOURGOIN-JALLIEU;0474934355;0474439743;ce.0382174G@ac-grenoble.fr;https://allende-isere.ent.auvergnerhonealpes.fr/;"LE PRINCIPAL : MME CHALLOT FATIMA
LE PRINCIPAL ADJOINT : MME SEVILLA MARLENE
LE GESTIONNAIRE : MME FAVERO LAURENCE
L AGENT COMPTABLE : MME FIORA FLORENCE";
Isère;NORD ISERE;0381687C;Privé sous-contrat;COLLEGE PRIVE SAINT JOSEPH;14 RUE DES MOULINS ;;;38300;BOURGOIN-JALLIEU;0474435555;;ce.0381687C@ac-grenoble.fr;http://www.sainte-claire-assise.fr;"LE DIRECTEUR : MME BONAIME MARIE-CLAIRE
LE DIRECTEUR ADJOINT : M. VALENTIN PIERRE";
﻿Isère;NORD ISERE;0381658W;Privé sous-contrat;COLLEGE PRIVE SAINT MICHEL;9 rue de la Paix ;;;38300;BOURGOIN-JALLIEU;0474930410;;Ce.0381658W@ac-grenoble.fr;http://www.sainte-claire-assise.fr;"LE DIRECTEUR : MME BONAIME MARIE-CLAIRE
LE DIRECTEUR ADJOINT : M. DREYER LAURENT";
Isère;NORD ISERE;0382271M;Public;LP LYCEE DES METIERS JEAN CLAUDE AUBRY;3 chemin De Rosière ;;BP10083;38303;BOURGOIN-JALLIEU;0474436740;0474436741;ce.0382271M@ac-grenoble.fr;https://jean-claude-aubry.ent.auvergnerhonealpes.fr;"LE PROVISEUR : MME CALLADINE CLAIRE
LE PROVISEUR ADJOINT : MME MANDON FLORENCE
LE GESTIONNAIRE : MME MORETTI GERALDINE
L AGENT COMPTABLE : MME FIORA FLORENCE";
Isère;NORD ISERE;0380008C;Public;LYCEE GENERAL ET TECHNOLOGIQUE L'OISELET;Rue Vaucanson ;;BP50403;38301;BOURGOIN-JALLIEU;0474280888;;ce.0380008C@ac-grenoble.fr;http://www.lycee-oiselet.fr;"LE PROVISEUR : MME SCHMITTER VERONIQUE
LE PROVISEUR ADJOINT : MME BERGER AURELIE
LE GESTIONNAIRE : MME FIORA FLORENCE
L AGENT COMPTABLE : MME FIORA FLORENCE
L  ADJOINT AU CHEF D ETABLISSEMENT : MME DALOUX FANNY";
Isère;NORD ISERE;0380010E;Public;LYCEE PROFESSIONNEL GAMBETTA;3 rue FERDINAND BUISSON ;;BP60412;38303;BOURGOIN-JALLIEU;0474283231;0474283251;ce.0380010E@ac-grenoble.fr;http://www.ac-grenoble.fr/lycee/gambetta.bourgoin;"LE PROVISEUR : MME CROUZAT NADINE
LE PROVISEUR ADJOINT : M. NEURY ALAIN
LE GESTIONNAIRE : MME REBOULET ISABELLE
L AGENT COMPTABLE : MME FIORA FLORENCE";
Isère;NORD ISERE;0382175H;Public;SEGPA CLG SALVADOR ALLENDE;4 boulevard PRE POMMIER ;;BP90168;38304;BOURGOIN-JALLIEU;0474934355;0474439743;ce.0382175H@ac-grenoble.fr;http://www.ac-grenoble.fr/college/champfleuri-allende.bourgoin/;"LE PRINCIPAL : MME CHALLOT FATIMA
LE PRINCIPAL ADJOINT : MME BRAULT CHRISTINE
LE GESTIONNAIRE : MME FAVERO LAURENCE
L AGENT COMPTABLE : MME FIORA FLORENCE";
Isère;NORD ISERE;0383586S;Privé hors-contrat;ECOLE SECONDAIRE PRIVEE AURORE BOREALE;4 place PAUL CLAUDEL ;;;38510;BRANGUES;0687677099;;ce.0383586S@ac-grenoble.fr;;LE DIRECTEUR : MME DEBARNOT AURELIE;
Isère;ISERE RHODANIENNE;0382369U;Privé sous-contrat;LYCEE AGRICOLE PRIVE DE VALLONS - CHABONS;13 rue de l'église ;;;38690;CHABONS;0476650126;0476650739;chabons@cneap.scolanet.org;;"LE DIRECTEUR : M. HUA FABRICE
LE DIRECTEUR ADJOINT : M. MERLE BERTRAND
LE GESTIONNAIRE : M. GUTTIN G. ";
﻿Isère;ISERE RHODANIENNE;0383542U;Public;COLLEGE DE CHAMPIER;165 route du 16 Mai 1944 ;CHAMPIER                ;;38260;CHAMPIER;0437040441;;ce.0383542U@ac-grenoble.fr;;"LE PRINCIPAL : M. GAUME ALAIN
LE PRINCIPAL ADJOINT : MME TORGUE CELINE
LE GESTIONNAIRE : M. BALESTRIERO GARRY
L AGENT COMPTABLE : M. NIANG FALLA";
Isère;ISERE RHODANIENNE;0383485G;Privé hors-contrat;ECOLE 2D DEGRE PROF. PRIVEE ONESCHOOL GLOBAL CHANAS CAMPUS;248 chemin de la Garenne ;;;38150;CHANAS;0428704566;0474574951;ce.0383485G@ac-grenoble.fr;https://oneschoolglobal.com/countries/europe/france;LE DIRECTEUR : M. DECHAVET CHRISTOPHE;
Isère;ISERE RHODANIENNE;0383486H;Privé hors-contrat;ECOLE SECONDAIRE PRIVEE ONESCHOOL GLOBAL CHANAS CAMPUS;248 chemin de la Garenne ;;;38150;CHANAS;0428704566;0474574951;ce.0383486H@ac-grenoble.fr;https://oneschoolglobal.com/countries/europe/france;LE DIRECTEUR : M. DECHAVET CHRISTOPHE;
Isère;NORD ISERE;0380011F;Public;COLLEGE MARTIN LUTHER KING;77 avenue du Collège ;;;38230;CHARVIEU-CHAVAGNEUX;0478322503;;ce.0380011F@ac-grenoble.fr;https://college-mlking-charvieu.web.ac-grenoble.fr;"LE PRINCIPAL : MME GISQUET ISABELLE
LE PRINCIPAL ADJOINT : MME GUILHEM LAURENCE
LE GESTIONNAIRE : MME DONOT ANNE-FRANCE
L AGENT COMPTABLE : M. ROUGE MICKAEL";
Isère;CENTRE ISERE;0383345E;Public;COLLEGE OLYMPE DE GOUGES;310 avenue du Collège ;;;38160;CHATTE;0476360400;;ce.0383345E@ac-grenoble.fr;;"LE PRINCIPAL : M. BENJAMIN LAURENT
LE GESTIONNAIRE : MME EYMARD SOLENN
L AGENT COMPTABLE : MME CALIXTE EVE";
Isère;CENTRE ISERE;0383454Y;Public;COLLEGE DES COLLINES;30 route DE BONPERTUIS ;;;38850;CHIRENS;0476672530;0476070617;ce.0383454Y@ac-grenoble.fr;http://www.ac-grenoble.fr/college/0383454y.chirens/;"LE PRINCIPAL : M. JULLIEN BRUNO
LE PRINCIPAL ADJOINT : M. ROLAND MICHEL
LE GESTIONNAIRE : M. TIRARD TRISTAN
L AGENT COMPTABLE : M. EYDOUX JULIEN";
Isère;BASSIN GRENOBLOIS;0382865H;Public;COLLEGE GEORGES POMPIDOU;1 avenue DE LA RIDELET ;;;38640;CLAIX;0476985958;0476987280;ce.0382865H@ac-grenoble.fr;http://www.ac-grenoble.fr/college/claix.pompidou/;"LE PRINCIPAL : MME MARCELLIN GROS KARIMA
LE GESTIONNAIRE : MME FRITEH SABAH
L AGENT COMPTABLE : MME TRYSTRAM ISABELLE";
﻿Isère;BASSIN GRENOBLOIS;0382107J;Public;ETAB.REGIONAL ENSEIGNT ADAPTE PIERRE RABHI;5 chemin DE LA BATIE ;;;38640;CLAIX;0476990505;0476981278;ce.0382107J@ac-grenoble.fr;http://erea-claix.elycee.rhonealpes.fr;"LE PROVISEUR : M. RASPAIL PHILIPPE
LE PROVISEUR ADJOINT : M. EGLY CYRIL-LOUIS
LE DIRECTEUR : M. RASPAIL PHILIPPE
LE DIRECTEUR ADJOINT : M. EGLY CYRIL-LOUIS
LE GESTIONNAIRE : MME GADD MARIE-CHRISTINE
L AGENT COMPTABLE : M. MONNIER OLIVIER";
Isère;BASSIN GRENOBLOIS;0382041M;Public;COLLEGE JULES FLANDRIN;66 avenue GRESIVAUDAN ;;;38700;CORENC;0476906490;0476410957;ce.0382041M@ac-grenoble.fr;;"LE PRINCIPAL : MME LE MERCIER INGRID
LE PRINCIPAL ADJOINT : MME ERNST JOANNA
LE GESTIONNAIRE : MME AUGIER EMMANUELLE
L AGENT COMPTABLE : MME LAMOUREUX CATHERINE";
Isère;BASSIN GRENOBLOIS;0382579X;Privé sous-contrat;COLLEGE PRIVE RONDEAU MONTFLEURY EUROPE;1 chemin DE LA CROIX MONTFLEURY ;;;38700;CORENC;0476903197;;ce.0382579X@ac-grenoble.fr;http://www.rondeau.montfeury.fr/;"LE DIRECTEUR : M. BRAILLON ROMAIN
LE DIRECTEUR ADJOINT : MME BARRY PISTONO ADELINE";
Isère;BASSIN GRENOBLOIS;0383208F;Privé sous-contrat;LYCEE POLYVALENT PRIVE PHILIPPINE DUCHESNE;118 avenue De L'Eygala ;;;38700;CORENC;0476901216;0476189499;ce.0383208F@ac-grenoble.fr;http://www.philippine-duchesne.fr;"LE DIRECTEUR : MME PIVERT CECILE
LE DIRECTEUR ADJOINT : MME DESJONQUERE ARMELLE
L  ADJOINT AU CHEF D ETABLISSEMENT : MME VALLIN ANNE DOMINIQUE";
Isère;CENTRE ISERE;0382495F;Public;COLLEGE PLAN MENU;635 chemin DE LA GRANDE SURE ;;BP88;38500;COUBLEVIE;0476057022;0476053536;ce.0382495F@ac-grenoble.fr;http://www.ac-grenoble.fr/college/plan-menu.coublevie/;"LE PRINCIPAL : MME EZANNO MORGANE
LE PRINCIPAL ADJOINT : MME GARCIN-VEYRET LAURE
LE GESTIONNAIRE : MME CASTELLON SERENA
L AGENT COMPTABLE : M. EYDOUX JULIEN";
Isère;CENTRE ISERE;0383525A;Privé hors-contrat;ECOLE 2D DEGRE GENERAL PRIVEE L'ATELIER DES  POSSIBLES;785 route DE ST JEAN ;;;38500;COUBLEVIE;0457206733;;ce.0383525A@ac-grenoble.fr;http://www.atelierdespossibles.org;LE DIRECTEUR : M. SORREL PATRICK;
Isère;CENTRE ISERE;0381809K;Privé sous-contrat;LYCEE PROF PRIVE DES METIERS LES GORGES;92 allée du Séquoïa ;;;38500;COUBLEVIE;0476050383;0476659847;ce.0381809K@ac-grenoble.fr;http://www..lycee-lesgorges.fr;"LE DIRECTEUR : MME GUTTIN STEPHANIE
LE DIRECTEUR ADJOINT : M. VILLARET SEBASTIEN";
﻿Isère;CENTRE ISERE;0382178L;Public;SEGPA CLG PLAN MENU;635 chemin DE LA GRANDE SURE ;;BP88;38500;COUBLEVIE;0476057022;0476053536;ce.0382178L@ac-grenoble.fr;http://www.ac-grenoble.fr/college/plan-menu.coublevie/;"LE PRINCIPAL : MME EZANNO MORGANE
LE PRINCIPAL ADJOINT : MME JOSEPH BRIGITTE
LE GESTIONNAIRE : MME CASTELLON SERENA
L AGENT COMPTABLE : M. EYDOUX JULIEN";
Isère;NORD ISERE;0382103E;Public;COLLEGE LAMARTINE;5 rue MARTYRS DE LA RESISTANCE ;;;38460;CREMIEU;0474909732;;ce.0382103E@ac-grenoble.fr;http://https//lamartine-isere.ent.auvergnerhonealpes.fr;"LE PRINCIPAL : M. ESCLAFIT PHILIPPE
LE PRINCIPAL ADJOINT : MME CELLARD-DEBADTS SEVERINE
LE GESTIONNAIRE : MME PUTOUD ALICE
L AGENT COMPTABLE : M. ROUGE MICKAEL";
Isère;BASSIN GRENOBLOIS;0382781S;Public;COLLEGE SIMONE DE BEAUVOIR;183 rue HECTOR BERLIOZ ;;;38920;CROLLES;0476081010;0476089473;ce.0382781S@ac-grenoble.fr;http://www.ac-grenoble.fr/college/beauvoir.crolles;"LE PRINCIPAL : M. BERGERE XAVIER
LE PRINCIPAL ADJOINT : M. BONNARD REMY
LE GESTIONNAIRE : MME GOMEZ Y CARA EMILIE
L AGENT COMPTABLE : MME LAMOUREUX CATHERINE";
Isère;BASSIN GRENOBLOIS;0382268J;Public;COLLEGE LA MOULINIERE;68 rue des Alpes ;;BP70;38420;DOMENE;0476771108;0476771309;ce.0382268J@ac-grenoble.fr;https://college-mouliniere-domene.web.ac-grenoble.fr;"LE PRINCIPAL : MME TORIBIO NATHALIE
LE PRINCIPAL ADJOINT : MME PRALON SANDRINE
LE GESTIONNAIRE : M. MENEU FRANCIS
L AGENT COMPTABLE : M. LEVY JEAN-CLAUDE";
Isère;BASSIN GRENOBLOIS;0382269K;Public;SEGPA CLG LA MOULINIERE;68 rue DES ALPES ;;BP70;38420;DOMENE;0476771108;0476771309;ce.0382269K@ac-grenoble.fr;http://www.ac-grenoble.fr/college/domene;"LE PRINCIPAL : MME TORIBIO NATHALIE
LE PRINCIPAL ADJOINT : MME MASUCCO ISABELLE
LE GESTIONNAIRE : M. MENEU FRANCIS
L AGENT COMPTABLE : M. LEVY JEAN-CLAUDE";
Isère;BASSIN GRENOBLOIS;0381903M;Public;COLLEGE JEAN VILAR;3 allée JEAN VILAR ;;;38130;ECHIROLLES;0476231072;0476239270;ce.0381903M@ac-grenoble.fr;https://vilar-isere.ent.auvergnerhonealpes.fr;"LE PRINCIPAL : M. MABILON JORIS
LE PRINCIPAL ADJOINT : MME GONIN LAURE
LE GESTIONNAIRE : MME CISSE AISSATA
L AGENT COMPTABLE : M. SUZAN OLIVIER";
Isère;BASSIN GRENOBLOIS;0380021S;Public;COLLEGE LOUIS LUMIERE;3 rue CARMAGNOLE LIBERTE ;;BP169;38432;ECHIROLLES;0476090343;0476228457;ce.0380021S@ac-grenoble.fr;http://www.ac-grenoble.fr/college/lumiere.echirolles;"LE PRINCIPAL : M. ROMON OLIVIER
LE PRINCIPAL ADJOINT : M. BIGACHE MICHAEL
LE GESTIONNAIRE : MME AGERON SONIA
L AGENT COMPTABLE : MME TRYSTRAM ISABELLE";
﻿Isère;BASSIN GRENOBLOIS;0382044R;Public;COLLEGE PABLO PICASSO;4 rue PABLO PICASSO ;;;38130;ECHIROLLES;0476333658;0476406244;ce.0382044R@ac-grenoble.fr;https://college-pablo-picasso-echirolles.web.ac-grenoble.fr/;"LE PRINCIPAL : M. RENAULT YANN
LE PRINCIPAL ADJOINT : MME MARTIN-LABEILLE SABINE
LE GESTIONNAIRE : MME POIDEVIN FLORENCE
L AGENT COMPTABLE : MME TRYSTRAM ISABELLE";
Isère;BASSIN GRENOBLOIS;0382920T;Public;LYCEE GENERAL ET TECHNOLOGIQUE MARIE CURIE;5 avenue du 8 Mai 1945 ;;BP348;38435;ECHIROLLES;0476337000;0476403343;ce.0382920T@ac-grenoble.fr;https://lyc-marie-curie-echirolles.ent.auvergnerhonealpes.fr;"LE PROVISEUR : M. CRISTANTE FABRIZIO
LE PROVISEUR ADJOINT : MME LE CLEACH CAMIER JULIE
LE GESTIONNAIRE : MME TRYSTRAM ISABELLE
L AGENT COMPTABLE : MME TRYSTRAM ISABELLE";
Isère;BASSIN GRENOBLOIS;0382031B;Public;LYCEE PROFESSIONNEL THOMAS EDISON;8 rue CARMAGNOLE LIBERTE ;;;38130;ECHIROLLES;0476093135;0476099238;ce.0382031B@ac-grenoble.fr;http://thomas-edison.elycee.rhonealpes.fr/;"LE PROVISEUR : M. SUBILEAU RONAN
LE GESTIONNAIRE : M. LOUVRIER DANIEL
L AGENT COMPTABLE : MME TRYSTRAM ISABELLE";
Isère;BASSIN GRENOBLOIS;0381904N;Public;SEGPA CLG JEAN VILAR;3 allée JEAN VILAR ;;;38130;ECHIROLLES;0476231072;0476239270;ce.0381904N@ac-grenoble.fr;;"LE PRINCIPAL : M. MABILON JORIS
LE PRINCIPAL ADJOINT : M. SIRIEYS JEAN-MARIE
LE GESTIONNAIRE : MME CISSE AISSATA
L AGENT COMPTABLE : M. SUZAN OLIVIER";
Isère;CENTRE ISERE;0381692H;Privé sous-contrat;COLLEGE PRIVE SAINT BRUNO;98 avenue DU MONTCELET ;;;38380;ENTRE-DEUX-GUIERS;0476660633;0476660672;ce.0381692H@ac-grenoble.fr;http://www.ensemblescolaire-saintbruno.com;"LE DIRECTEUR : M. MEUNIER OLIVIER
LE DIRECTEUR ADJOINT : MME BOUVIER VERONIQUE";
Isère;BASSIN GRENOBLOIS;0383494S;Public;COLLEGE LES SAULES;1 allée MARTIN LUTHER KING ;;;38320;EYBENS;0476400731;0476330934;ce.0383494S@ac-grenoble.fr;http://www.ac-grenoble.fr/college/les-saules.grenoble/;"LE PRINCIPAL : MME SANTI CATHERINE
LE PRINCIPAL ADJOINT : M. BALMISSE ROMAIN
LE GESTIONNAIRE : MME CHAPRON-ROBERT LISA
L AGENT COMPTABLE : M. SUZAN OLIVIER";
Isère;;0383606N;Privé hors-contrat;ECOLE SECONDAIRE GENERAL PRIVE FRENCH INTERNATIONAL SCIENTIFI;6 rue Voltaire ;;;38320;EYBENS;0776646904;;ce.0383606N@ac-grenoble.fr;;LE DIRECTEUR : MME AKAR AICHA;
